Base Word;Translate (uzbek);Guideword;Level;Part of Speech;Topic;Details;
bumper;;;B2;noun;travel;Details;
manufacturer;;;B2;noun;work;Details;
classic;;;B2;noun;arts and media;Details;
characteristic;;;B2;noun;describing things;Details;
clothing;;;B2;noun;clothes;Details;
learning;;;B2;noun;education;Details;
catering;;;B2;noun;food and drink;Details;
fighting;;;B2;noun;people: actions;Details;
feeling;;OPINION;B2;noun;people: personality;Details;
marketing;;;B2;noun;shopping;Details;
landing;;;B2;noun;travel;Details;
manufacturing;;;B2;noun;work;Details;
composition;;MUSIC;B2;noun;arts and media;Details;
edition;;;B2;noun;arts and media;Details;
condition;;ILLNESS;B2;noun;body and health;Details;
examination;;CAREFUL LOOK;B2;noun;body and health;Details;
infection;;;B2;noun;body and health;Details;
construction;;WORDS;B2;noun;communication;Details;
definition;;MEANING;B2;noun;communication;Details;
expression;;PHRASE;B2;noun;communication;Details;
introduction;;TEXT;B2;noun;communication;Details;
confession;;;B2;noun;communication;Details;
confirmation;;;B2;noun;communication;Details;
addition;;NUMBERS/AMOUNTS;B2;noun;describing things;Details;
admission;;PERMISSION;B2;noun;education;Details;
institution;;PLACE;B2;noun;homes and buildings;Details;
inflation;;;B2;noun;money;Details;
conservation;;NATURE;B2;noun;natural world;Details;
evolution;;NATURAL WORLD;B2;noun;natural world;Details;
collection;;TAKING AWAY;B2;noun;people: actions;Details;
cooperation;;;B2;noun;people: actions;Details;
identification;;RECOGNIZING;B2;noun;people: actions;Details;
action;;DO;B2;noun;people: actions;Details;
calculation;;;B2;noun;people: actions;Details;
contribution;;;B2;noun;people: actions;Details;
invasion;;WAR;B2;noun;people: actions;Details;
impression;;OPINION;B2;noun;people: personality;Details;
admiration;;;B2;noun;people: personality;Details;
ambition;;STRONG FEELING;B2;noun;people: personality;Details;
appreciation;;;B2;noun;people: personality;Details;
determination;;;B2;noun;people: personality;Details;
exhaustion;;;B2;noun;people: personality;Details;
motivation;;;B2;noun;people: personality;Details;
affection;;;B2;noun;people: personality;Details;
confusion;;NOT UNDERSTAND;B2;noun;people: personality;Details;
frustration;;;B2;noun;people: personality;Details;
inspiration;;IDEAS;B2;noun;people: personality;Details;
adoption;;;B2;noun;relationships;Details;
division;;SPORT;B2;noun;shopping;Details;
application;;COMPUTER SOFTWARE;B2;noun;technology;Details;
generation;;ENERGY;B2;noun;technology;Details;
connection;;TRAVEL;B2;noun;travel;Details;
immigration;;COMING INTO A COUNTRY;B2;noun;travel;Details;
competition;;BUSINESS/JOBS;B2;noun;work;Details;
criticism;;;B2;noun;communication;Details;
motorist;;;B2;noun;travel;Details;
capacity;;AMOUNT;B2;noun;describing things;Details;
majority;;;B2;noun;describing things;Details;
minority;;LESS THAN HALF;B2;noun;describing things;Details;
creativity;;;B2;noun;people: personality;Details;
curiosity;;;B2;noun;people: personality;Details;
generosity;;;B2;noun;people: personality;Details;
identity;;WHO SOMEONE IS;B2;noun;people: personality;Details;
community;;IN ONE AREA;B2;noun;relationships;Details;
activity;;WORK;B2;noun;work;Details;
agreement;;DECISION;B2;noun;communication;Details;
argument;;REASON;B2;noun;communication;Details;
arrangement;;AGREEMENT;B2;noun;communication;Details;
encouragement;;;B2;noun;communication;Details;
investment;;MONEY;B2;noun;money;Details;
adjustment;;;B2;noun;people: actions;Details;
assessment;;;B2;noun;people: actions;Details;
movement;;CHANGE OF POSITION;B2;noun;people: actions;Details;
amazement;;;B2;noun;people: personality;Details;
amusement;;FEELING;B2;noun;people: personality;Details;
astonishment;;;B2;noun;people: personality;Details;
enjoyment;;;B2;noun;people: personality;Details;
commitment;;LOYALTY;B2;noun;people: personality;Details;
embarrassment;;;B2;noun;people: personality;Details;
government;;PROCESS;B2;noun;politics;Details;
attachment;;COMPUTING;B2;noun;technology;Details;
management;;;B2;noun;work;Details;
consciousness;;AWAKE;B2;noun;body and health;Details;
illness;;BEING ILL;B2;noun;body and health;Details;
carelessness;;;B2;noun;people: personality;Details;
eagerness;;;B2;noun;people: personality;Details;
greatness;;;B2;noun;people: personality;Details;
kindness;;;B2;noun;people: personality;Details;
laziness;;;B2;noun;people: personality;Details;
escalator;;;B2;noun;homes and buildings;Details;
investor;;;B2;noun;money;Details;
collector;;;B2;noun;people: actions;Details;
ancestor;;;B2;noun;relationships;Details;
inspector;;PERSON WHO INSPECTS;B2;noun;work;Details;
discovery;;FINDING;B2;noun;people: actions;Details;
bravery;;;B2;noun;people: personality;Details;
addiction;;;B2;noun;body and health;Details;
breed;;;B2;noun;animals;Details;
cell;;ORGANISM;B2;noun;animals;Details;
collar;;ON AN ANIMAL;B2;noun;animals;Details;
crocodile;;;B2;noun;animals;Details;
deer;;;B2;noun;animals;Details;
eagle;;;B2;noun;animals;Details;
egg;;BABY;B2;noun;animals;Details;
feather;;;B2;noun;animals;Details;
fox;;;B2;noun;animals;Details;
leopard;;;B2;noun;animals;Details;
bark;;DOG;B2;verb;animals;Details;
beat;;MUSIC;B2;noun;arts and media;Details;
cello;;;B2;noun;arts and media;Details;
column;;PRINTING;B2;noun;arts and media;Details;
display;;SHOW;B2;noun;arts and media;Details;
episode;;PART OF STORY;B2;noun;arts and media;Details;
guest;;TV;B2;noun;arts and media;Details;
image;;PICTURE;B2;noun;arts and media;Details;
issue;;MAGAZINE;B2;noun;arts and media;Details;
item;;NEWS;B2;noun;arts and media;Details;
background;;PICTURE;B2;noun;arts and media;Details;
craft;;;B2;noun;arts and media;Details;
contents;;BOOK;B2;noun;arts and media;Details;
lyrics;;;B2;noun;arts and media;Details;
broadcast;;;B2;verb;arts and media;Details;
compose;;MUSIC;B2;verb;arts and media;Details;
conduct;;MUSIC;B2;verb;arts and media;Details;
go;;SONG;B2;verb;arts and media;Details;
bite;;INJURY;B2;noun;body and health;Details;
breakdown;;ILLNESS;B2;noun;body and health;Details;
bruise;;;B2;noun;body and health;Details;
bug;;ILLNESS;B2;noun;body and health;Details;
chest;;BODY;B2;noun;body and health;Details;
cure;;;B2;noun;body and health;Details;
dose;;MEDICINE;B2;noun;body and health;Details;
drug;;MEDICINE;B2;noun;body and health;Details;
eyebrow;;;B2;noun;body and health;Details;
eyelid;;;B2;noun;body and health;Details;
fingernail;;;B2;noun;body and health;Details;
gum;;MOUTH;B2;noun;body and health;Details;
heel;;BODY PART;B2;noun;body and health;Details;
hip;;;B2;noun;body and health;Details;
jaw;;;B2;noun;body and health;Details;
lap;;BODY;B2;noun;body and health;Details;
lung;;;B2;noun;body and health;Details;
nail;;BODY PART;B2;noun;body and health;Details;
care;;PROTECTION;B2;noun;body and health;Details;
eyesight;;;B2;noun;body and health;Details;
injury;;;B2;noun;body and health;Details;
liver;;;B2;noun;body and health;Details;
muscle;;IN BODY;B2;noun;body and health;Details;
ache;;;B2;verb;body and health;Details;
faint;;;B2;verb;body and health;Details;
freeze;;PERSON;B2;verb;body and health;Details;
bump;;HURT;B2;verb;body and health;Details;
develop;;ILLNESS;B2;verb;body and health;Details;
heal;;;B2;verb;body and health;Details;
badge;;;B2;noun;clothes;Details;
bikini;;;B2;noun;clothes;Details;
bow;;KNOT;B2;noun;clothes;Details;
bra;;;B2;noun;clothes;Details;
cardigan;;;B2;noun;clothes;Details;
helmet;;;B2;noun;clothes;Details;
hood;;;B2;noun;clothes;Details;
mask;;;B2;noun;clothes;Details;
dress;;STYLE;B2;noun;clothes;Details;
gear;;EQUIPMENT;B2;noun;clothes;Details;
costume;;TYPICAL OF COUNTRY;B2;noun;clothes;Details;
accent;;MARK;B2;noun;communication;Details;
account;;REPORT;B2;noun;communication;Details;
apostrophe;;;B2;noun;communication;Details;
arrow;;SYMBOL;B2;noun;communication;Details;
ban;;;B2;noun;communication;Details;
booklet;;;B2;noun;communication;Details;
chart;;DRAWING;B2;noun;communication;Details;
colon;;;B2;noun;communication;Details;
command;;ORDER;B2;noun;communication;Details;
dash;;PUNCTUATION;B2;noun;communication;Details;
draft;;;B2;noun;communication;Details;
exclamation mark;;;B2;noun;communication;Details;
fight;;ARGUMENT;B2;noun;communication;Details;
first language;;;B2;noun;communication;Details;
graph;;;B2;noun;communication;Details;
handout;;;B2;noun;communication;Details;
hint;;SUGGESTION;B2;noun;communication;Details;
hyphen;;;B2;noun;communication;Details;
idiom;;;B2;noun;communication;Details;
insult;;RUDE REMARK;B2;noun;communication;Details;
manual;;;B2;noun;communication;Details;
matter;;SITUATION;B2;noun;communication;Details;
native speaker;;;B2;noun;communication;Details;
blame;;;B2;noun;communication;Details;
data;;FACTS;B2;noun;communication;Details;
feedback;;;B2;noun;communication;Details;
fluency;;;B2;noun;communication;Details;
gossip;;;B2;noun;communication;Details;
code;;SECRET MESSAGE;B2;noun;communication;Details;
compromise;;;B2;noun;communication;Details;
defence;;PROTECTION;B2;noun;communication;Details;
emphasis;;;B2;noun;communication;Details;
legend;;STORY;B2;noun;communication;Details;
mention;;;B2;noun;communication;Details;
myth;;STORY;B2;noun;communication;Details;
inverted commas;;;B2;noun;communication;Details;
check;;ASK;B2;verb;communication;Details;
cheer;;;B2;verb;communication;Details;
communicate;;BE UNDERSTOOD;B2;verb;communication;Details;
insist;;SAY FIRMLY;B2;verb;communication;Details;
amuse;;MAKE LAUGH;B2;verb;communication;Details;
assume;;;B2;verb;communication;Details;
assure;;SAY WITH CERTAINTY;B2;verb;communication;Details;
call;;DESCRIBE;B2;verb;communication;Details;
capture;;DESCRIBE;B2;verb;communication;Details;
challenge;;;B2;verb;communication;Details;
claim;;SAY;B2;verb;communication;Details;
confirm;;PROVE TRUE;B2;verb;communication;Details;
defend;;SUPPORT;B2;verb;communication;Details;
define;;GIVE MEANING;B2;verb;communication;Details;
deny;;NOT TRUE;B2;verb;communication;Details;
emphasize;;;B2;verb;communication;Details;
excuse;;EXPLAIN;B2;verb;communication;Details;
expose;;MAKE PUBLIC;B2;verb;communication;Details;
express;;;B2;verb;communication;Details;
guarantee;;;B2;verb;communication;Details;
highlight;;;B2;verb;communication;Details;
indicate;;SAY;B2;verb;communication;Details;
invent;;NOT TRUE;B2;verb;communication;Details;
justify;;GIVE/BE REASON;B2;verb;communication;Details;
list;;;B2;verb;communication;Details;
mark;;SHOW PLACE;B2;verb;communication;Details;
argue;;GIVE REASONS;B2;verb;communication;Details;
beg;;STRONG REQUEST;B2;verb;communication;Details;
boast;;PRIDE;B2;verb;communication;Details;
comment;;;B2;verb;communication;Details;
confess;;;B2;verb;communication;Details;
decline;;REFUSE;B2;verb;communication;Details;
enquire;;;B2;verb;communication;Details;
inquire;;;B2;verb;communication;Details;
interpret;;LANGUAGE;B2;verb;communication;Details;
mumble;;;B2;verb;communication;Details;
mutter;;;B2;verb;communication;Details;
burglar;;;B2;noun;crime;Details;
case;;CRIME;B2;noun;crime;Details;
gang;;CRIMINALS;B2;noun;crime;Details;
guilt;;ILLEGAL;B2;noun;crime;Details;
justice;;LAW;B2;noun;crime;Details;
arrest;;;B2;noun;crime;Details;
burglary;;;B2;noun;crime;Details;
court;;LAW;B2;noun;crime;Details;
law;;RULE;B2;noun;crime;Details;
base;;BOTTOM;B2;noun;describing things;Details;
block;;PIECE;B2;noun;describing things;Details;
curve;;;B2;noun;describing things;Details;
diamond;;SHAPE;B2;noun;describing things;Details;
dimension;;MEASUREMENT;B2;noun;describing things;Details;
disc;;SHAPE;B2;noun;describing things;Details;
level;;AMOUNT;B2;noun;describing things;Details;
load;;AMOUNT CARRIED;B2;noun;describing things;Details;
accuracy;;;B2;noun;describing things;Details;
degree;;AMOUNT;B2;noun;describing things;Details;
increase;;RISE;B2;noun;describing things;Details;
drop;;REDUCTION;B2;noun;describing things;Details;
extent;;SIZE;B2;noun;describing things;Details;
branch;;SUBJECT;B2;noun;education;Details;
credit;;COURSE;B2;noun;education;Details;
field;;AREA OF STUDY;B2;noun;education;Details;
graduate;;;B2;noun;education;Details;
discipline;;RULES;B2;noun;education;Details;
bun;;;B2;noun;food and drink;Details;
cherry;;;B2;noun;food and drink;Details;
loaf;;;B2;noun;food and drink;Details;
junk food;;;B2;noun;food and drink;Details;
mint;;;B2;noun;food and drink;Details;
aubergine;;;B2;noun;food and drink;Details;
fat;;;B2;noun;food and drink;Details;
leek;;;B2;noun;food and drink;Details;
barrier;;FENCE;B2;noun;homes and buildings;Details;
basement;;;B2;noun;homes and buildings;Details;
bench;;;B2;noun;homes and buildings;Details;
brick;;;B2;noun;homes and buildings;Details;
cabinet;;;B2;noun;homes and buildings;Details;
cellar;;;B2;noun;homes and buildings;Details;
chimney;;;B2;noun;homes and buildings;Details;
cloth;;FOR CLEANING;B2;noun;homes and buildings;Details;
corridor;;;B2;noun;homes and buildings;Details;
estate;;BUILDINGS;B2;noun;homes and buildings;Details;
fence;;;B2;noun;homes and buildings;Details;
frame;;STRUCTURE;B2;noun;homes and buildings;Details;
hook;;;B2;noun;homes and buildings;Details;
lobby;;;B2;noun;homes and buildings;Details;
monument;;STRUCTURE;B2;noun;homes and buildings;Details;
atmosphere;;AIR INSIDE;B2;noun;homes and buildings;Details;
award;;PRIZE;B2;noun;money;Details;
balance;;MONEY;B2;noun;money;Details;
budget;;AMOUNT;B2;noun;money;Details;
debit;;;B2;noun;money;Details;
debt;;AMOUNT OWING;B2;noun;money;Details;
economy;;;B2;noun;money;Details;
fortune;;MONEY;B2;noun;money;Details;
finance;;CONTROL OF MONEY;B2;noun;money;Details;
expense;;MONEY SPENT;B2;noun;money;Details;
atom;;;B2;noun;natural world;Details;
bank;;RIVER;B2;noun;natural world;Details;
berry;;;B2;noun;natural world;Details;
bush;;;B2;noun;natural world;Details;
carbon footprint;;;B2;noun;natural world;Details;
cloud;;SMOKE/DUST;B2;noun;natural world;Details;
earthquake;;;B2;noun;natural world;Details;
element;;SIMPLE SUBSTANCE;B2;noun;natural world;Details;
hedge;;;B2;noun;natural world;Details;
aluminium;;;B2;noun;natural world;Details;
carbon;;;B2;noun;natural world;Details;
carbon dioxide;;;B2;noun;natural world;Details;
carbon monoxide;;;B2;noun;natural world;Details;
climate change;;;B2;noun;natural world;Details;
copper;;;B2;noun;natural world;Details;
daylight;;;B2;noun;natural world;Details;
earth;;SUBSTANCE;B2;noun;natural world;Details;
global warming;;;B2;noun;natural world;Details;
ground;;SOIL;B2;noun;natural world;Details;
land;;NOT SEA;B2;noun;natural world;Details;
moonlight;;;B2;noun;natural world;Details;
mud;;;B2;noun;natural world;Details;
acid;;;B2;noun;natural world;Details;
dawn;;START OF DAY;B2;noun;natural world;Details;
frost;;;B2;noun;natural world;Details;
gas;;SUBSTANCE;B2;noun;natural world;Details;
harvest;;;B2;noun;natural world;Details;
mist;;;B2;noun;natural world;Details;
act;;THING DONE;B2;noun;people: actions;Details;
attempt;;;B2;noun;people: actions;Details;
estimate;;;B2;noun;people: actions;Details;
glance;;QUICK LOOK;B2;noun;people: actions;Details;
laughter;;;B2;noun;people: actions;Details;
conflict;;FIGHTING;B2;noun;people: actions;Details;
grip;;HOLD;B2;noun;people: actions;Details;
hold;;SUPPORT;B2;noun;people: actions;Details;
adjust;;CHANGE BEHAVIOUR;B2;verb;people: actions;Details;
cooperate;;HELP;B2;verb;people: actions;Details;
cope;;;B2;verb;people: actions;Details;
crawl;;HANDS AND KNEES;B2;verb;people: actions;Details;
experiment;;TRY;B2;verb;people: actions;Details;
hesitate;;PAUSE;B2;verb;people: actions;Details;
kneel;;;B2;verb;people: actions;Details;
adapt;;CHANGE SOMETHING;B2;verb;people: actions;Details;
adopt;;START;B2;verb;people: actions;Details;
analyse;;;B2;verb;people: actions;Details;
arrange;;PUT IN POSITION;B2;verb;people: actions;Details;
assess;;;B2;verb;people: actions;Details;
avoid;;PREVENT;B2;verb;people: actions;Details;
burgle;;;B2;verb;people: actions;Details;
bury;;HIDE;B2;verb;people: actions;Details;
calculate;;MATHS;B2;verb;people: actions;Details;
construct;;;B2;verb;people: actions;Details;
control;;LIMIT;B2;verb;people: actions;Details;
copy;;BEHAVE;B2;verb;people: actions;Details;
cut;;REDUCE;B2;verb;people: actions;Details;
demolish;;DESTROY;B2;verb;people: actions;Details;
deprive;;;B2;verb;people: actions;Details;
dip;;PUT INTO LIQUID;B2;verb;people: actions;Details;
disrupt;;;B2;verb;people: actions;Details;
distinguish;;SEE/HEAR;B2;verb;people: actions;Details;
distract;;;B2;verb;people: actions;Details;
distribute;;GIVE OUT;B2;verb;people: actions;Details;
disturb;;INTERRUPT;B2;verb;people: actions;Details;
drag;;PULL;B2;verb;people: actions;Details;
enable;;;B2;verb;people: actions;Details;
examine;;LOOK AT;B2;verb;people: actions;Details;
exploit;;USE UNFAIRLY;B2;verb;people: actions;Details;
explore;;LOOK INTO;B2;verb;people: actions;Details;
extend;;MAKE BIGGER;B2;verb;people: actions;Details;
extract;;;B2;verb;people: actions;Details;
fit;;PUT IN POSITION;B2;verb;people: actions;Details;
fix;;DECIDE;B2;verb;people: actions;Details;
forbid;;;B2;verb;people: actions;Details;
force;;GIVE NO CHOICE;B2;verb;people: actions;Details;
found;;START;B2;verb;people: actions;Details;
free;;;B2;verb;people: actions;Details;
gather;;COLLECT;B2;verb;people: actions;Details;
guard;;PROTECT;B2;verb;people: actions;Details;
identify;;RECOGNIZE;B2;verb;people: actions;Details;
ignore;;;B2;verb;people: actions;Details;
implement;;;B2;verb;people: actions;Details;
introduce;;SOMETHING NEW;B2;verb;people: actions;Details;
keep;;ANIMALS;B2;verb;people: actions;Details;
launch;;BEGIN;B2;verb;people: actions;Details;
lick;;;B2;verb;people: actions;Details;
limit;;;B2;verb;people: actions;Details;
locate;;FIND;B2;verb;people: actions;Details;
lower;;MOVE;B2;verb;people: actions;Details;
maintain;;KEEP IN GOOD CONDITION;B2;verb;people: actions;Details;
assist;;;B2;verb;people: actions;Details;
bang;;;B2;verb;people: actions;Details;
bend;;BODY;B2;verb;people: actions;Details;
brush;;TOUCH;B2;verb;people: actions;Details;
charge;;ATTACK;B2;verb;people: actions;Details;
chase;;RUN AFTER;B2;verb;people: actions;Details;
combine;;;B2;verb;people: actions;Details;
convert;;CHANGE;B2;verb;people: actions;Details;
crack;;BREAK;B2;verb;people: actions;Details;
dominate;;HAVE CONTROL;B2;verb;people: actions;Details;
fire;;SHOOT;B2;verb;people: actions;Details;
hunt;;SEARCH;B2;verb;people: actions;Details;
invest;;TIME/ENERGY, ETC.;B2;verb;people: actions;Details;
lead;;CONTROL;B2;verb;people: actions;Details;
miss;;NOT HIT;B2;verb;people: actions;Details;
feature;;FACE;B2;noun;people: appearance;Details;
figure;;PERSON;B2;noun;people: appearance;Details;
grown-up;;;B2;noun;people: appearance;Details;
look;;APPEARANCE;B2;noun;people: appearance;Details;
chance;;RISK;B2;noun;people: personality;Details;
coward;;;B2;noun;people: personality;Details;
gentleman;;;B2;noun;people: personality;Details;
idiot;;;B2;noun;people: personality;Details;
joy;;CAUSE OF HAPPINESS;B2;noun;people: personality;Details;
liar;;;B2;noun;people: personality;Details;
anger;;;B2;noun;people: personality;Details;
anxiety;;;B2;noun;people: personality;Details;
appeal;;QUALITY;B2;noun;people: personality;Details;
certainty;;BEING SURE;B2;noun;people: personality;Details;
comfort;;NO PAIN;B2;noun;people: personality;Details;
courage;;BRAVE;B2;noun;people: personality;Details;
courtesy;;;B2;noun;people: personality;Details;
despair;;;B2;noun;people: personality;Details;
disgrace;;LOSS OF RESPECT;B2;noun;people: personality;Details;
enthusiasm;;;B2;noun;people: personality;Details;
envy;;FEELING OF WANTING;B2;noun;people: personality;Details;
faith;;TRUST;B2;noun;people: personality;Details;
fame;;;B2;noun;people: personality;Details;
grief;;SADNESS;B2;noun;people: personality;Details;
honesty;;QUALITY;B2;noun;people: personality;Details;
honour;;RESPECT;B2;noun;people: personality;Details;
horror;;FEELING;B2;noun;people: personality;Details;
humour;;;B2;noun;people: personality;Details;
life;;ENERGY;B2;noun;people: personality;Details;
loyalty;;;B2;noun;people: personality;Details;
charm;;QUALITY;B2;noun;people: personality;Details;
concern;;WORRY;B2;noun;people: personality;Details;
cruelty;;;B2;noun;people: personality;Details;
delight;;;B2;noun;people: personality;Details;
depth;;SERIOUSNESS;B2;noun;people: personality;Details;
desire;;;B2;noun;people: personality;Details;
emotion;;;B2;noun;people: personality;Details;
freedom;;BEING ALLOWED;B2;noun;people: personality;Details;
love;;INTEREST;B2;noun;people: personality;Details;
misery;;;B2;noun;people: personality;Details;
nature;;CHARACTER;B2;noun;people: personality;Details;
approve;;GOOD OPINION;B2;verb;people: personality;Details;
belong;;HAPPY SOMEWHERE;B2;verb;people: personality;Details;
blush;;;B2;verb;people: personality;Details;
admire;;RESPECT;B2;verb;people: personality;Details;
appreciate;;VALUE;B2;verb;people: personality;Details;
bear;;ACCEPT;B2;verb;people: personality;Details;
betray;;;B2;verb;people: personality;Details;
bother;;WORRY;B2;verb;people: personality;Details;
confuse;;NOT THINK CLEARLY;B2;verb;people: personality;Details;
doubt;;FEEL UNCERTAIN;B2;verb;people: personality;Details;
draw;;ATTRACT;B2;verb;people: personality;Details;
endure;;;B2;verb;people: personality;Details;
face;;ACCEPT;B2;verb;people: personality;Details;
fear;;BE WORRIED;B2;verb;people: personality;Details;
feel;;BE AWARE;B2;verb;people: personality;Details;
impress;;;B2;verb;people: personality;Details;
inspire;;ENCOURAGE;B2;verb;people: personality;Details;
cheat;;;B2;verb;people: personality;Details;
learn;;CHANGE BEHAVIOUR;B2;verb;people: personality;Details;
citizen;;LEGAL RIGHT;B2;noun;politics;Details;
kingdom;;COUNTRY;B2;noun;politics;Details;
nation;;;B2;noun;politics;Details;
democracy;;;B2;noun;politics;Details;
affair;;RELATIONSHIP;B2;noun;relationships;Details;
bond;;;B2;noun;relationships;Details;
brother-in-law;;;B2;noun;relationships;Details;
circle;;GROUP;B2;noun;relationships;Details;
companion;;;B2;noun;relationships;Details;
darling;;;B2;noun;relationships;Details;
daughter-in-law;;;B2;noun;relationships;Details;
father-in-law;;;B2;noun;relationships;Details;
funeral;;;B2;noun;relationships;Details;
host;;PERSON;B2;noun;relationships;Details;
mother-in-law;;;B2;noun;relationships;Details;
company;;OTHER PEOPLE;B2;noun;relationships;Details;
mix;;MEET;B2;verb;relationships;Details;
divorce;;;B2;verb;relationships;Details;
brand;;;B2;noun;shopping;Details;
catalogue;;;B2;noun;shopping;Details;
marathon;;;B2;noun;shopping;Details;
martial art;;;B2;noun;shopping;Details;
export;;;B2;noun;shopping;Details;
appear;;BECOME AVAILABLE;B2;verb;shopping;Details;
browse;;LOOK;B2;verb;shopping;Details;
backup;;COPY;B2;noun;technology;Details;
bookmark;;;B2;noun;technology;Details;
bulb;;;B2;noun;technology;Details;
chip;;COMPUTER PART;B2;noun;technology;Details;
cursor;;;B2;noun;technology;Details;
database;;;B2;noun;technology;Details;
desktop;;COMPUTER SCREEN;B2;noun;technology;Details;
device;;EQUIPMENT;B2;noun;technology;Details;
hard drive;;;B2;noun;technology;Details;
hit;;INTERNET;B2;noun;technology;Details;
icon;;COMPUTER;B2;noun;technology;Details;
key;;KEYBOARD;B2;noun;technology;Details;
laser;;;B2;noun;technology;Details;
microphone;;;B2;noun;technology;Details;
monitor;;;B2;noun;technology;Details;
broadband;;;B2;noun;technology;Details;
cable;;WIRE;B2;noun;technology;Details;
failure;;STOP WORKING;B2;noun;technology;Details;
flash;;CAMERA;B2;noun;technology;Details;
crash;;COMPUTER;B2;verb;technology;Details;
fail;;STOP WORKING;B2;verb;technology;Details;
access;;;B2;verb;technology;Details;
burn;;COPY;B2;verb;technology;Details;
equip;;;B2;verb;technology;Details;
generate;;MAKE ENERGY;B2;verb;technology;Details;
Google;;;B2;verb;technology;Details;
aircraft;;;B2;noun;travel;Details;
captain;;SHIP/AIRCRAFT;B2;noun;travel;Details;
crossroads;;;B2;noun;travel;Details;
cycle;;BICYCLE;B2;noun;travel;Details;
deck;;;B2;noun;travel;Details;
horn;;SOUND;B2;noun;travel;Details;
jam;;TRAFFIC;B2;noun;travel;Details;
lane;;ROAD;B2;noun;travel;Details;
approach;;COMING CLOSER;B2;noun;travel;Details;
cruise;;;B2;verb;travel;Details;
carry;;TRANSPORT;B2;verb;travel;Details;
agent;;SECRET INFORMATION;B2;noun;work;Details;
analyst;;;B2;noun;work;Details;
chief;;;B2;noun;work;Details;
client;;;B2;noun;work;Details;
deadline;;;B2;noun;work;Details;
deal;;AGREEMENT;B2;noun;work;Details;
fisherman;;;B2;noun;work;Details;
industry;;PRODUCTION;B2;noun;work;Details;
duty;;JOB;B2;noun;work;Details;
job;;RESPONSIBILITY;B2;noun;work;Details;
head;;LEADER;B2;verb;work;Details;
manufacture;;;B2;verb;work;Details;
addict;;;B2;noun;body and health;Details;
haunt;;MEMORY/FEELING;B2;verb;people: personality;Details;
disappearance;;;B2;noun;;Details;
misunderstanding;;;B2;noun;;Details;
disappear;;STOP EXISTING;B2;verb;;Details;
import;;;B2;verb;;Details;
interact;;;B2;verb;;Details;
misunderstand;;NOT UNDERSTAND;B2;verb;;Details;
consultant;;;B2;noun;;Details;
consequence;;RESULT;B2;noun;;Details;
convenience;;BEING EASY;B2;noun;;Details;
existence;;BEING;B2;noun;;Details;
coincidence;;;B2;noun;;Details;
banker;;;B2;noun;;Details;
composer;;;B2;noun;;Details;
container;;;B2;noun;;Details;
counter;;SURFACE;B2;noun;;Details;
dealer;;;B2;noun;;Details;
determiner;;;B2;noun;;Details;
entertainer;;;B2;noun;;Details;
gardener;;;B2;noun;;Details;
lecturer;;;B2;noun;;Details;
maker;;;B2;noun;;Details;
master;;IN CHARGE;B2;noun;;Details;
